# N2O, CH4, CO2 Fluxes via Static Chambers
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/28
# The newest version of the data https://lter.kbs.msu.edu/datatables/28.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml
#
# doi:10.6073/pasta/2bd6e21728a16243fc175a3e9bd0ab7c
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Sample_Date		date of sampling
# Treatment		treatment
# Replicate		replicate
# CH4_C	gramsPerHectarePerDay	flux of methane (CH4) as C
# CO2_C	kilogramsPerHectarePerDay	flux of carbon dioxide (CO2) as C
# N2O_N	gramsPerHectarePerDay	flux of nitrous oxide (N2O) as N
# Year		sample year
# air_temperature_c	celsius	the air temperature used for the flux calculation
# moisture	gramsPerGram	gravimetric soil moisture 
# soil_temperature_c	celsius	soil temperature at 2.54 cm depth
# crop		the crop grown that year
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#<p>8-21-2003 Tim Bergsma.  Recently, the units for CO<sub>2</sub> fluxes have been challenged.  The issue is under review.<br> 
#10-1-2003 Sven Bohm. Unit problems resoved. CO<sub>2</sub> units changed from g C/ha/day to kg C/ha/day <br>
#12-16-2004 Sven Bohm. A reminder note that the gas samples in 1995 were only run for CH4 due to the long storage times between sampling and analysis as well as the discovery that the rubber seals used tended to leak quite rapidly</p><p>
#4-11-2006 Sven Bohm. Prior to 2000 two repliate chambers were used in the forested treatments, they were reported as reps 1 through 6. They map on the current sampling scheme as rep 1-2 is R1, rep 3-4 is R2 and rep 5-6 is R3</p>
#<p>2010-2-26 Sven Bohm. We discovered that the computation for the fluxes used a larger volume than the volume of the chambers. The fluxes
# since 2004 have been recalculated.</p>
#<p> 2012-05-16. Sven Bohm. Removed extra T from the front of the treatment names and the R in front of the replicates in post 2008 samples</p>
#<p>2012-10-10. Sven Bohm. Moved the forested treatments to their own dataset to avoid confusion with the naming</p>
#<p>2013-8-1. Sven Bohm. Added temperature correction and crops to the data table and removed the T7 fertilized plots from the data table. </p>
#<p>2013-11-14 Sven Bohm. Discovered that 2000 to 2003 data was computed assuming only 1 N instead of 2 N's so the values were half of what they should have been. Corrected the calculation in the database</p>
#2019-10-17 Sven Bohm. added soil moisture from sampling.
#2021-5-3 Sven Bohm. Temperatures for the temperature corrections failed to account for the time zone and used the 10 am UTC temperature instead of 10 am local time.
#2021-11-15 Sven Bohm. Removed post 2014 data a Phil's direction
#2023-8-16 Sven Bohm. In 1998 we did not sample T6, T5 and T3 was only sampled once with all negative fluxes so it was removed.
#
Sample_Date,Treatment,Replicate,CH4_C,CO2_C,N2O_N,Year,air_temperature_c,moisture,soil_temperature_c,crop
2003-04-16,T2,R4,-2.37,0.09,0.38,2003,14.9,,0.19,GLYMX
2003-04-16,T3,R1,-1.33,2.08,0.00,2003,14.9,,0.16,GLYMX
2003-04-16,T3,R2,,,,2003,14.9,,0.15,GLYMX
2003-04-16,T3,R3,-2.56,2.94,1.23,2003,14.9,,0.15,GLYMX
2003-04-16,T3,R4,-0.66,0.95,0.38,2003,14.9,,0.13,GLYMX
2003-04-16,T4,R1,-0.19,9.38,5.12,2003,14.9,,0.14,GLYMX
2003-04-16,T4,R2,-0.38,0.76,0.38,2003,14.9,,0.18,GLYMX
2003-04-16,T4,R3,,,,2003,14.9,,0.21,GLYMX
2003-04-16,T4,R4,-0.38,4.64,2.75,2003,14.9,,0.17,GLYMX
2003-04-16,T5,R1,-1.90,2.84,0.38,2003,14.9,,0.20,
2003-04-16,T5,R2,-1.71,12.70,0.38,2003,14.9,,0.18,
2003-04-16,T5,R3,-11.18,11.18,0.38,2003,14.9,,0.16,
2003-04-16,T5,R4,,11.09,0.38,2003,14.9,,0.17,
2003-04-16,T6,R1,-0.38,2.56,0.38,2003,14.9,,0.18,
2003-04-16,T6,R2,,,,2003,14.9,,0.14,
2003-04-16,T6,R3,-4.26,0.19,0.00,2003,14.9,,0.18,
2003-04-16,T6,R4,-2.37,18.19,1.23,2003,14.9,,0.15,
2003-04-16,T7,R1,-2.37,0.95,0.38,2003,14.9,,0.19,
2003-04-16,T7,R2,-4.93,18.38,0.00,2003,14.9,,0.19,
2003-04-16,T7,R3,-0.66,9.00,0.76,2003,14.9,,0.17,
2003-04-16,T7,R4,-1.33,18.76,1.23,2003,14.9,,0.15,
2003-03-31,T1,R1,,8.16,3.32,2003,-2.1,,,GLYMX
2003-03-31,T1,R2,,1.71,0.00,2003,-2.1,,0.19,GLYMX
2003-03-31,T1,R3,,1.91,1.31,2003,-2.1,,0.16,GLYMX
2003-03-31,T1,R4,,0.00,0.00,2003,-2.1,,0.18,GLYMX
2003-03-31,T2,R1,,4.33,1.31,2003,-2.1,,0.16,GLYMX
2003-03-31,T2,R2,,2.11,0.00,2003,-2.1,,0.17,GLYMX
2003-03-31,T2,R3,,0.91,0.00,2003,-2.1,,0.19,GLYMX
2003-03-31,T2,R4,,-0.10,0.00,2003,-2.1,,0.21,GLYMX
2003-03-31,T3,R1,,2.72,0.00,2003,-2.1,,0.19,GLYMX
2003-03-31,T3,R2,,4.23,1.71,2003,-2.1,,0.17,GLYMX
2003-03-31,T3,R3,,1.21,0.00,2003,-2.1,,0.16,GLYMX
2003-03-31,T3,R4,,0.81,0.00,2003,-2.1,,0.17,GLYMX
2003-03-31,T4,R1,,1.61,1.31,2003,-2.1,,0.18,GLYMX
2003-03-31,T4,R2,,2.22,0.40,2003,-2.1,,0.23,GLYMX
2003-03-31,T4,R3,,1.91,0.40,2003,-2.1,,0.22,GLYMX
2003-03-31,T4,R4,,0.40,0.00,2003,-2.1,,0.21,GLYMX
2003-03-31,T5,R1,,4.03,0.00,2003,-2.1,,0.24,
2003-03-31,T5,R2,,3.22,0.00,2003,-2.1,,0.20,
2003-03-31,T5,R3,,5.14,0.00,2003,-2.1,,0.18,
2003-03-31,T5,R4,,3.52,0.00,2003,-2.1,,0.19,
2003-03-31,T6,R1,,5.14,0.00,2003,-2.1,,0.21,
2003-03-31,T6,R2,,2.01,-0.40,2003,-2.1,,0.17,
2003-03-31,T6,R3,,1.81,0.00,2003,-2.1,,0.21,
2003-03-31,T6,R4,,8.56,0.40,2003,-2.1,,0.19,
2003-03-31,T7,R1,,7.96,0.00,2003,-2.1,,0.21,
2003-03-31,T7,R2,,6.14,-0.40,2003,-2.1,,0.22,
2003-03-31,T7,R3,,7.86,0.81,2003,-2.1,,0.19,
2003-03-31,T7,R4,,14.00,0.00,2003,-2.1,,0.18,
2002-11-20,T1,R1,-1.97,1.58,-0.39,2002,4,,,ZEAMX
2002-11-20,T1,R2,-3.15,3.45,-0.39,2002,4,,,ZEAMX
2002-11-20,T1,R3,-1.58,1.48,6.60,2002,4,,,ZEAMX
2002-11-20,T1,R4,-1.28,2.56,0.00,2002,4,,,ZEAMX
2002-11-20,T2,R1,0.89,2.27,-0.39,2002,4,,,ZEAMX
2002-11-20,T2,R2,-5.61,3.35,0.39,2002,4,,,ZEAMX
2002-11-20,T2,R3,0.49,5.22,1.67,2002,4,,,ZEAMX
2002-11-20,T2,R4,0.00,1.38,-0.39,2002,4,,,ZEAMX
2002-11-20,T3,R1,-0.69,0.30,0.00,2002,4,,,ZEAMX
2002-11-20,T3,R2,-2.86,6.01,2.07,2002,4,,,ZEAMX
2002-11-20,T3,R3,-0.49,3.15,0.39,2002,4,,,ZEAMX
2002-11-20,T3,R4,-0.89,1.28,-0.39,2002,4,,,ZEAMX
2002-11-20,T4,R1,0.69,1.97,-0.39,2002,4,,,ZEAMX
2002-11-20,T4,R2,0.20,6.21,-0.39,2002,4,,,ZEAMX
2002-11-20,T4,R3,-0.89,8.08,2.46,2002,4,,,ZEAMX
2002-11-20,T4,R4,-3.35,4.63,0.79,2002,4,,,ZEAMX
2002-11-20,T5,R1,-0.39,5.02,0.00,2002,4,,,
2002-11-20,T5,R2,-1.08,4.63,0.00,2002,4,,,
2002-11-20,T5,R3,-0.89,4.14,-1.28,2002,4,,,
2002-11-20,T5,R4,-2.86,6.50,-0.39,2002,4,,,
2002-11-20,T6,R1,-1.08,7.29,-0.39,2002,4,,,
2002-11-20,T6,R2,0.00,5.22,0.00,2002,4,,,
2002-11-20,T6,R3,-0.39,5.02,-0.79,2002,4,,,
2002-11-20,T6,R4,-1.38,5.12,-0.39,2002,4,,,
2002-11-20,T7,R1,-3.74,7.29,-1.28,2002,4,,,
2002-11-20,T7,R2,-3.15,6.40,0.00,2002,4,,,
2002-11-20,T7,R3,-2.27,6.21,0.39,2002,4,,,
2002-11-20,T7,R4,0.39,9.65,0.39,2002,4,,,
2002-11-06,T1,R1,-1.29,1.79,-0.40,2002,1.3,,,ZEAMX
2002-11-06,T1,R2,-0.90,3.08,0.00,2002,1.3,,,ZEAMX
2002-11-06,T1,R3,-1.99,2.19,0.80,2002,1.3,,,ZEAMX
2002-11-06,T1,R4,-0.20,2.39,0.00,2002,1.3,,,ZEAMX
2002-11-06,T2,R1,0.40,3.98,0.00,2002,1.3,,,ZEAMX
2002-11-06,T2,R2,-0.40,4.77,0.40,2002,1.3,,,ZEAMX
2002-11-06,T2,R3,1.09,2.49,0.40,2002,1.3,,,ZEAMX
2002-11-06,T2,R4,-0.90,5.37,-0.40,2002,1.3,,,ZEAMX
2002-11-06,T3,R1,-0.70,4.38,-0.40,2002,1.3,,,ZEAMX
2002-11-06,T3,R2,-1.39,5.67,0.00,2002,1.3,,,ZEAMX
2002-11-06,T3,R3,0.40,3.58,0.80,2002,1.3,,,ZEAMX
2002-11-06,T3,R4,-1.39,1.59,-0.40,2002,1.3,,,ZEAMX
2002-11-06,T4,R1,-1.29,2.98,0.40,2002,1.3,,,ZEAMX
2002-11-06,T4,R2,-0.90,5.97,0.40,2002,1.3,,,ZEAMX
2002-11-06,T4,R3,-0.70,10.84,1.69,2002,1.3,,,ZEAMX
2002-11-06,T4,R4,-1.29,4.48,0.80,2002,1.3,,,ZEAMX
2002-11-06,T5,R1,0.70,4.57,0.40,2002,1.3,,,
2002-11-06,T5,R2,-0.70,3.28,0.00,2002,1.3,,,
2002-11-06,T5,R3,-0.40,2.98,0.00,2002,1.3,,,
2002-11-06,T5,R4,0.00,6.07,0.00,2002,1.3,,,
2002-11-06,T6,R1,-0.20,9.05,-0.80,2002,1.3,,,
2002-11-06,T6,R2,-0.40,7.66,0.00,2002,1.3,,,
2002-11-06,T6,R3,-0.20,7.46,0.40,2002,1.3,,,
2002-11-06,T6,R4,-2.29,6.56,-0.80,2002,1.3,,,
2002-11-06,T7,R1,-2.69,5.87,0.40,2002,1.3,,,
2002-11-06,T7,R2,-0.50,7.16,-0.80,2002,1.3,,,
2002-11-06,T7,R3,-0.40,7.16,0.80,2002,1.3,,,
2002-11-06,T7,R4,-0.50,8.45,0.00,2002,1.3,,,
2002-09-25,T1,R1,-2.26,5.41,0.79,2002,4.3,,,ZEAMX
2002-09-25,T1,R2,-2.46,10.43,1.67,2002,4.3,,,ZEAMX
2002-09-25,T1,R3,0.20,8.26,0.79,2002,4.3,,,ZEAMX
2002-09-25,T1,R4,-1.77,8.26,0.79,2002,4.3,,,ZEAMX
2002-09-25,T2,R1,-1.57,6.69,0.39,2002,4.3,,,ZEAMX
2002-09-25,T2,R2,-1.77,10.03,0.79,2002,4.3,,,ZEAMX
2002-09-25,T2,R3,-3.84,9.35,1.28,2002,4.3,,,ZEAMX
2002-09-25,T2,R4,-1.28,7.38,0.79,2002,4.3,,,ZEAMX
2002-09-25,T3,R1,-2.95,7.77,0.00,2002,4.3,,,ZEAMX
2002-09-25,T3,R2,-2.95,9.64,1.67,2002,4.3,,,ZEAMX
2002-09-25,T3,R3,-2.95,7.28,-0.39,2002,4.3,,,ZEAMX
2002-09-25,T3,R4,1.38,6.98,0.39,2002,4.3,,,ZEAMX
2002-09-25,T4,R1,-2.26,11.51,0.39,2002,4.3,,,ZEAMX
2002-09-25,T4,R2,0.69,11.21,0.79,2002,4.3,,,ZEAMX
2002-09-25,T4,R3,-6.69,16.82,1.28,2002,4.3,,,ZEAMX
2002-09-25,T4,R4,-4.72,11.02,0.39,2002,4.3,,,ZEAMX
2002-09-25,T5,R1,-0.89,20.66,0.39,2002,4.3,,,
2002-09-25,T5,R2,0.69,23.61,0.00,2002,4.3,,,
2002-09-25,T5,R3,-0.49,16.53,0.79,2002,4.3,,,
2002-09-25,T5,R4,-2.66,16.62,-0.39,2002,4.3,,,
2002-09-25,T6,R1,-1.28,23.41,-0.39,2002,4.3,,,
2002-09-25,T6,R2,-2.07,27.15,-0.39,2002,4.3,,,
2002-09-25,T6,R3,-2.66,19.77,0.79,2002,4.3,,,
2002-09-25,T6,R4,-2.95,22.72,0.39,2002,4.3,,,
2002-09-25,T7,R1,-1.57,16.33,-0.39,2002,4.3,,,
2002-09-25,T7,R2,-5.12,18.00,-0.39,2002,4.3,,,
2002-09-25,T7,R3,-3.74,19.67,0.79,2002,4.3,,,
2002-09-25,T7,R4,-7.57,22.04,0.00,2002,4.3,,,
2002-09-11,T1,R1,-0.19,6.77,0.38,2002,13.1,,,ZEAMX
2002-09-11,T1,R2,-2.00,13.45,0.76,2002,13.1,,,ZEAMX
2002-09-11,T1,R3,-1.24,9.06,0.38,2002,13.1,,,ZEAMX
2002-09-11,T1,R4,-0.38,10.30,0.76,2002,13.1,,,ZEAMX
2002-09-11,T2,R1,-5.82,6.87,0.38,2002,13.1,,,ZEAMX
2002-09-11,T2,R2,-1.53,11.06,0.00,2002,13.1,,,ZEAMX
2002-09-11,T2,R3,-4.10,10.39,2.77,2002,13.1,,,ZEAMX
2002-09-11,T2,R4,-0.67,9.54,2.00,2002,13.1,,,ZEAMX
2002-09-11,T3,R1,0.00,8.39,0.38,2002,13.1,,,ZEAMX
2002-09-11,T3,R2,-3.62,10.49,0.38,2002,13.1,,,ZEAMX
2002-09-11,T3,R3,-0.67,7.25,0.76,2002,13.1,,,ZEAMX
2002-09-11,T3,R4,-1.53,7.25,0.76,2002,13.1,,,ZEAMX
2002-09-11,T4,R1,-2.19,10.11,1.24,2002,13.1,,,ZEAMX
2002-09-11,T4,R2,-0.67,11.63,0.76,2002,13.1,,,ZEAMX
2002-09-11,T4,R3,-1.53,14.97,0.38,2002,13.1,,,ZEAMX
2002-09-11,T4,R4,-1.72,12.59,1.24,2002,13.1,,,ZEAMX
2002-09-11,T5,R1,-3.24,19.64,0.00,2002,13.1,,,
2002-09-11,T5,R2,-0.86,14.78,0.00,2002,13.1,,,
2002-09-11,T5,R3,0.00,20.50,0.76,2002,13.1,,,
2002-09-11,T5,R4,-1.53,20.41,0.38,2002,13.1,,,
2002-09-11,T6,R1,-4.10,24.99,0.76,2002,13.1,,,
2002-09-11,T6,R2,-2.57,23.36,0.00,2002,13.1,,,
2002-09-11,T6,R3,-1.91,24.79,0.76,2002,13.1,,,
2002-09-11,T6,R4,-1.34,21.36,0.76,2002,13.1,,,
2002-09-11,T7,R1,-0.48,19.17,0.38,2002,13.1,,,
2002-09-11,T7,R2,-0.67,31.09,0.76,2002,13.1,,,
2002-09-11,T7,R3,-1.24,25.65,0.76,2002,13.1,,,
2002-09-11,T7,R4,-1.24,26.80,0.00,2002,13.1,,,
2002-08-28,T1,R1,-1.24,12.33,0.76,2002,12.5,,,ZEAMX
2002-08-28,T1,R2,-0.19,17.49,3.63,2002,12.5,,,ZEAMX
2002-08-28,T1,R3,-1.53,16.43,1.24,2002,12.5,,,ZEAMX
2002-08-28,T1,R4,-1.72,13.47,2.39,2002,12.5,,,ZEAMX
2002-08-28,T2,R1,,13.57,2.01,2002,12.5,,,ZEAMX
2002-08-28,T2,R2,-1.24,9.36,6.02,2002,12.5,,,ZEAMX
2002-08-28,T2,R3,0.19,18.25,12.42,2002,12.5,,,ZEAMX
2002-08-28,T2,R4,1.91,13.76,7.55,2002,12.5,,,ZEAMX
2002-08-28,T3,R1,,12.13,1.62,2002,12.5,,,ZEAMX
2002-08-28,T3,R2,-2.58,18.35,0.76,2002,12.5,,,ZEAMX
2002-08-28,T3,R3,-1.24,13.85,0.38,2002,12.5,,,ZEAMX
2002-08-28,T3,R4,-7.55,11.66,2.01,2002,12.5,,,ZEAMX
2002-08-28,T4,R1,,17.77,0.76,2002,12.5,,,ZEAMX
2002-08-28,T4,R2,,16.72,3.15,2002,12.5,,,ZEAMX
2002-08-28,T4,R3,-1.05,27.23,2.01,2002,12.5,,,ZEAMX
2002-08-28,T4,R4,-4.49,16.34,2.77,2002,12.5,,,ZEAMX
2002-08-28,T5,R1,,24.94,0.38,2002,12.5,,,
2002-08-28,T5,R2,-2.87,27.33,0.00,2002,12.5,,,
2002-08-28,T5,R3,0.67,23.79,0.00,2002,12.5,,,
2002-08-28,T5,R4,0.48,25.89,0.38,2002,12.5,,,
2002-08-28,T6,R1,,26.18,2.01,2002,12.5,,,
2002-08-28,T6,R2,-0.86,22.55,1.24,2002,12.5,,,
2002-08-28,T6,R3,-4.59,23.03,3.63,2002,12.5,,,
2002-08-28,T6,R4,1.24,24.65,0.38,2002,12.5,,,
2002-08-28,T7,R1,-1.91,33.25,0.00,2002,12.5,,,
2002-08-28,T7,R2,-3.63,34.88,0.38,2002,12.5,,,
2002-08-28,T7,R3,-2.77,35.26,2.01,2002,12.5,,,
2002-08-28,T7,R4,-0.48,36.50,1.24,2002,12.5,,,
2002-07-18,T1,R1,0.00,21.45,4.99,2002,22.1,,,ZEAMX
2002-07-18,T1,R2,-2.13,16.18,1.94,2002,22.1,,,ZEAMX
2002-07-18,T1,R3,-7.77,14.52,1.94,2002,22.1,,,ZEAMX
2002-07-18,T1,R4,-1.02,12.39,1.57,2002,22.1,,,ZEAMX
2002-07-18,T2,R1,1.94,12.30,1.57,2002,22.1,,,ZEAMX
2002-07-18,T2,R2,3.79,11.19,6.93,2002,22.1,,,ZEAMX
2002-07-18,T2,R3,-3.33,14.15,2.31,2002,22.1,,,ZEAMX
2002-07-18,T2,R4,-5.18,12.02,12.39,2002,22.1,,,ZEAMX
2002-07-18,T3,R1,-3.79,16.83,2.68,2002,22.1,,,ZEAMX
2002-07-18,T3,R2,-0.65,16.27,0.37,2002,22.1,,,ZEAMX
2002-07-18,T3,R3,0.00,15.16,0.74,2002,22.1,,,ZEAMX
2002-07-18,T3,R4,-2.50,16.55,5.82,2002,22.1,,,ZEAMX
2002-07-18,T4,R1,-1.02,19.60,0.74,2002,22.1,,,ZEAMX
2002-07-18,T4,R2,-3.14,25.43,2.68,2002,22.1,,,ZEAMX
2002-07-18,T4,R3,-2.31,28.66,1.94,2002,22.1,,,ZEAMX
2002-07-18,T4,R4,-4.81,20.25,1.20,2002,22.1,,,ZEAMX
2002-07-18,T5,R1,-2.31,20.71,0.37,2002,22.1,,,
2002-07-18,T5,R2,-3.61,24.41,0.00,2002,22.1,,,
2002-07-18,T5,R3,-3.79,21.63,-0.37,2002,22.1,,,
2002-07-18,T5,R4,2.77,21.54,-0.74,2002,22.1,,,
2002-07-18,T6,R1,0.37,20.06,-0.37,2002,22.1,,,
2002-07-18,T6,R2,-1.29,23.85,1.20,2002,22.1,,,
2002-07-18,T6,R3,-3.79,20.06,1.57,2002,22.1,,,
2002-07-18,T6,R4,-3.98,17.38,0.00,2002,22.1,,,
2002-07-18,T7,R1,-3.14,17.75,-0.37,2002,22.1,,,
2002-07-18,T7,R2,-5.27,25.06,0.37,2002,22.1,,,
2002-07-18,T7,R3,,19.97,0.37,2002,22.1,,,
2002-07-18,T7,R4,-2.50,23.21,0.37,2002,22.1,,,
2002-06-26,T1,R1,-2.13,11.03,0.00,2002,21.4,,,ZEAMX
2002-06-26,T1,R2,-0.65,15.85,1.20,2002,21.4,,,ZEAMX
2002-06-26,T1,R3,-0.65,17.42,16.31,2002,21.4,,,ZEAMX
2002-06-26,T1,R4,-0.83,8.25,4.26,2002,21.4,,,ZEAMX
2002-06-26,T2,R1,-3.15,19.83,1.58,2002,21.4,,,ZEAMX
2002-06-26,T2,R2,0.83,25.39,3.52,2002,21.4,,,ZEAMX
2002-06-26,T2,R3,-2.50,13.81,1.58,2002,21.4,,,ZEAMX
2002-06-26,T2,R4,-1.48,9.92,0.37,2002,21.4,,,ZEAMX
2002-06-26,T3,R1,-1.95,25.02,4.26,2002,21.4,,,ZEAMX
2002-06-26,T3,R2,-0.46,24.19,3.52,2002,21.4,,,ZEAMX
2002-06-26,T3,R3,-1.20,28.26,12.42,2002,21.4,,,ZEAMX
2002-06-26,T3,R4,0.19,24.93,4.26,2002,21.4,,,ZEAMX
2002-06-26,T4,R1,-0.19,19.55,3.89,2002,21.4,,,ZEAMX
2002-06-26,T4,R2,-2.50,33.92,4.63,2002,21.4,,,ZEAMX
2002-06-26,T4,R3,-1.30,24.28,4.26,2002,21.4,,,ZEAMX
2002-06-26,T4,R4,-3.34,25.30,3.89,2002,21.4,,,ZEAMX
2002-06-26,T5,R1,-3.15,43.09,1.58,2002,21.4,,,
2002-06-26,T5,R2,-1.48,33.64,0.37,2002,21.4,,,
2002-06-26,T5,R3,-1.30,37.16,0.00,2002,21.4,,,
2002-06-26,T5,R4,-1.67,36.88,1.20,2002,21.4,,,
2002-06-26,T6,R1,-2.13,38.92,2.69,2002,21.4,,,
2002-06-26,T6,R2,-2.69,26.50,0.74,2002,21.4,,,
2002-06-26,T6,R3,-0.37,37.25,3.06,2002,21.4,,,
2002-06-26,T6,R4,-1.30,38.55,1.20,2002,21.4,,,
2002-06-26,T7,R1,-2.69,36.42,0.37,2002,21.4,,,
2002-06-26,T7,R2,-2.13,42.07,-0.37,2002,21.4,,,
2002-06-26,T7,R3,-3.15,36.42,1.58,2002,21.4,,,
2002-06-26,T7,R4,-3.98,34.10,0.74,2002,21.4,,,
2002-06-12,T1,R1,-0.65,14.55,1.21,2002,19.5,,,ZEAMX
2002-06-12,T1,R2,0.19,15.30,1.21,2002,19.5,,,ZEAMX
2002-06-12,T1,R3,-2.80,13.53,1.21,2002,19.5,,,ZEAMX
2002-06-12,T1,R4,-1.49,13.71,0.75,2002,19.5,,,ZEAMX
2002-06-12,T2,R1,2.15,12.50,1.21,2002,19.5,,,ZEAMX
2002-06-12,T2,R2,2.71,13.06,1.96,2002,19.5,,,ZEAMX
2002-06-12,T2,R3,-0.65,11.75,0.75,2002,19.5,,,ZEAMX
2002-06-12,T2,R4,0.37,7.84,1.59,2002,19.5,,,ZEAMX
2002-06-12,T3,R1,-1.87,20.80,9.70,2002,19.5,,,ZEAMX
2002-06-12,T3,R2,-1.49,22.02,10.91,2002,19.5,,,ZEAMX
2002-06-12,T3,R3,-1.21,16.88,3.54,2002,19.5,,,ZEAMX
2002-06-12,T3,R4,-0.37,14.27,3.08,2002,19.5,,,ZEAMX
2002-06-12,T4,R1,-2.80,3.82,0.75,2002,19.5,,,ZEAMX
2002-06-12,T4,R2,1.21,23.97,3.92,2002,19.5,,,ZEAMX
2002-06-12,T4,R3,0.47,18.28,5.04,2002,19.5,,,ZEAMX
2002-06-12,T4,R4,-2.71,19.78,3.08,2002,19.5,,,ZEAMX
2002-06-12,T5,R1,-2.15,35.82,1.59,2002,19.5,,,
2002-06-12,T5,R2,-2.33,27.99,0.00,2002,19.5,,,
2002-06-12,T5,R3,0.37,31.81,0.75,2002,19.5,,,
2002-06-12,T5,R4,-2.71,30.97,0.75,2002,19.5,,,
2002-06-12,T6,R1,0.00,33.58,3.08,2002,19.5,,,
2002-06-12,T6,R2,-2.15,35.63,1.21,2002,19.5,,,
2002-06-12,T6,R3,-1.96,44.03,26.49,2002,19.5,,,
2002-06-12,T6,R4,-2.99,31.16,-0.37,2002,19.5,,,
2002-06-12,T7,R1,-1.96,34.42,0.37,2002,19.5,,,
2002-06-12,T7,R2,-1.31,36.57,1.21,2002,19.5,,,
2002-06-12,T7,R3,-0.37,37.13,0.37,2002,19.5,,,
2002-06-12,T7,R4,0.00,32.56,0.37,2002,19.5,,,
2002-05-30,T1,R1,-6.39,18.59,2.35,2002,17.5,,,ZEAMX
2002-05-30,T1,R2,-2.82,15.50,1.60,2002,17.5,,,ZEAMX
2002-05-30,T1,R3,24.42,12.21,0.38,2002,17.5,,,ZEAMX
2002-05-30,T1,R4,-1.69,14.09,1.97,2002,17.5,,,ZEAMX
2002-05-30,T2,R1,-2.16,16.34,1.97,2002,17.5,,,ZEAMX
2002-05-30,T2,R2,-1.31,17.37,3.10,2002,17.5,,,ZEAMX
2002-05-30,T2,R3,-0.66,12.49,1.22,2002,17.5,,,ZEAMX
2002-05-30,T2,R4,-2.16,9.11,0.75,2002,17.5,,,ZEAMX
2002-05-30,T3,R1,0.66,25.36,8.26,2002,17.5,,,ZEAMX
2002-05-30,T3,R2,0.66,30.24,13.34,2002,17.5,,,ZEAMX
2002-05-30,T3,R3,-1.69,24.14,8.64,2002,17.5,,,ZEAMX
2002-05-30,T3,R4,-0.19,27.52,7.89,2002,17.5,,,ZEAMX
2002-05-30,T4,R1,0.47,20.00,7.89,2002,17.5,,,ZEAMX
2002-05-30,T4,R2,0.19,33.25,8.26,2002,17.5,,,ZEAMX
2002-05-30,T4,R3,-0.66,19.44,3.94,2002,17.5,,,ZEAMX
2002-05-30,T4,R4,-1.50,33.53,9.02,2002,17.5,,,ZEAMX
2002-05-30,T5,R1,-2.72,38.88,4.32,2002,17.5,,,
2002-05-30,T5,R2,-2.54,35.41,0.00,2002,17.5,,,
2002-05-30,T5,R3,-3.57,32.02,0.38,2002,17.5,,,
2002-05-30,T5,R4,-2.16,32.87,0.00,2002,17.5,,,
2002-05-30,T6,R1,-1.22,42.92,2.35,2002,17.5,,,
2002-05-30,T6,R2,-0.85,46.68,0.38,2002,17.5,,,
2002-05-30,T6,R3,-2.35,58.60,39.63,2002,17.5,,,
2002-05-30,T6,R4,-2.54,45.27,1.22,2002,17.5,,,
2002-05-30,T7,R1,-1.03,43.95,0.75,2002,17.5,,,
2002-05-30,T7,R2,-5.07,40.76,1.60,2002,17.5,,,
2002-05-30,T7,R3,-2.16,42.54,-0.75,2002,17.5,,,
2002-05-30,T7,R4,-1.97,38.60,0.75,2002,17.5,,,
2002-05-15,T1,R1,-3.86,5.34,32.65,2002,2.7,,,ZEAMX
2002-05-15,T1,R2,-0.89,3.76,2.08,2002,2.7,,,ZEAMX
2002-05-15,T1,R3,-4.95,5.84,0.79,2002,2.7,,,ZEAMX
2002-05-15,T1,R4,-6.53,6.83,4.55,2002,2.7,,,ZEAMX
2002-05-15,T2,R1,1.29,10.59,1.29,2002,2.7,,,ZEAMX
2002-05-15,T2,R2,-2.87,5.74,3.76,2002,2.7,,,ZEAMX
2002-05-15,T2,R3,-5.84,13.65,7.42,2002,2.7,,,ZEAMX
2002-05-15,T2,R4,0.40,11.28,3.27,2002,2.7,,,ZEAMX
2002-05-15,T3,R1,-1.98,14.64,7.03,2002,2.7,,,ZEAMX
2002-05-15,T3,R2,-1.39,21.27,7.03,2002,2.7,,,ZEAMX
2002-05-15,T3,R3,-1.78,27.21,36.41,2002,2.7,,,ZEAMX
2002-05-15,T3,R4,-2.87,18.40,8.71,2002,2.7,,,ZEAMX
2002-05-15,T4,R1,-2.67,7.32,1.29,2002,2.7,,,ZEAMX
2002-05-15,T4,R2,-0.69,22.26,7.82,2002,2.7,,,ZEAMX
2002-05-15,T4,R3,3.17,13.06,4.16,2002,2.7,,,ZEAMX
2002-05-15,T4,R4,-0.69,13.36,18.21,2002,2.7,,,ZEAMX
2002-05-15,T5,R1,-0.20,16.52,0.40,2002,2.7,,,
2002-05-15,T5,R2,-0.69,12.96,-0.40,2002,2.7,,,
2002-05-15,T5,R3,-1.98,17.51,0.40,2002,2.7,,,
2002-05-15,T5,R4,-0.69,17.91,0.40,2002,2.7,,,
