SiteID,Exp Unit ID,Treatment ID,Crop,Chamber Placement,Start Date,End Date,Number of Observations
MNMOFS,MNMOFS_167,MNMOFS_41,Medicago sativa (Alfalfa),Between rows,2004-08-10,2008-11-17,55
MNMOFS,MNMOFS_167,MNMOFS_41,Medicago sativa (Alfalfa),Across rows,2004-08-10,2008-11-17,55
MNMOFS,MNMOFS_167,MNMOFS_41,Zea mays (Corn),Across rows,2006-05-02,2007-04-25,30
MNMOFS,MNMOFS_167,MNMOFS_41,Zea mays (Corn),Between rows,2006-05-02,2007-04-25,29
MNMOFS,MNMOFS_167,MNMOFS_41,Glycine max (Soybean),Between rows,2007-05-14,2008-04-16,24
MNMOFS,MNMOFS_167,MNMOFS_41,Glycine max (Soybean),Across rows,2007-05-14,2008-04-16,24
MNMOFS,MNMOFS_168,MNMOFS_47,Glycine max (Soybean),Across rows,2004-05-03,2008-11-17,34
MNMOFS,MNMOFS_168,MNMOFS_47,Glycine max (Soybean),Between rows,2004-05-03,2008-11-03,33
MNMOFS,MNMOFS_168,MNMOFS_47,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-08-15,10
MNMOFS,MNMOFS_168,MNMOFS_47,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-08-15,10
MNMOFS,MNMOFS_168,MNMOFS_47,Medicago sativa (Alfalfa),Across rows,2005-08-29,2007-04-25,45
MNMOFS,MNMOFS_168,MNMOFS_47,Medicago sativa (Alfalfa),Between rows,2005-08-29,2007-04-25,42
MNMOFS,MNMOFS_168,MNMOFS_47,Zea mays (Corn),Between rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_171,MNMOFS_48,Medicago sativa (Alfalfa),Across rows,2006-03-14,2007-04-25,36
MNMOFS,MNMOFS_171,MNMOFS_48,Medicago sativa (Alfalfa),Between rows,2006-03-14,2007-04-25,36
MNMOFS,MNMOFS_171,MNMOFS_48,Zea mays (Corn),Between rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_171,MNMOFS_48,Zea mays (Corn),Across rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_171,MNMOFS_48,Glycine max (Soybean),Between rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_171,MNMOFS_48,Glycine max (Soybean),Across rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_179,MNMOFS_15,Glycine max (Soybean),Between rows,2004-04-07,2007-04-25,48
MNMOFS,MNMOFS_179,MNMOFS_15,Glycine max (Soybean),Across rows,2004-04-07,2007-04-25,48
MNMOFS,MNMOFS_179,MNMOFS_15,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,28
MNMOFS,MNMOFS_179,MNMOFS_15,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,28
MNMOFS,MNMOFS_180,MNMOFS_45,Zea mays (Corn),Across rows,2004-05-03,2008-11-17,36
MNMOFS,MNMOFS_180,MNMOFS_45,Zea mays (Corn),Between rows,2004-05-03,2008-11-17,36
MNMOFS,MNMOFS_180,MNMOFS_45,Glycine max (Soybean),Across rows,2005-05-10,2006-04-27,28
MNMOFS,MNMOFS_180,MNMOFS_45,Glycine max (Soybean),Between rows,2005-05-10,2006-04-27,28
MNMOFS,MNMOFS_180,MNMOFS_45,Medicago sativa (Alfalfa),Across rows,2004-04-07,2008-04-30,41
MNMOFS,MNMOFS_180,MNMOFS_45,Medicago sativa (Alfalfa),Between rows,2004-04-07,2008-04-30,43
MNMOFS,MNMOFS_181,MNMOFS_35,Glycine max (Soybean),Across rows,2004-04-07,2005-04-28,22
MNMOFS,MNMOFS_181,MNMOFS_35,Glycine max (Soybean),Between rows,2004-04-07,2005-04-28,22
MNMOFS,MNMOFS_181,MNMOFS_35,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-07-18,7
MNMOFS,MNMOFS_181,MNMOFS_35,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-07-18,7
MNMOFS,MNMOFS_181,MNMOFS_35,Medicago sativa (Alfalfa),Across rows,2005-08-01,2007-04-25,50
MNMOFS,MNMOFS_181,MNMOFS_35,Medicago sativa (Alfalfa),Between rows,2005-08-01,2007-04-25,50
MNMOFS,MNMOFS_185,MNMOFS_44,Zea mays (Corn),Between rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_185,MNMOFS_44,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,22
MNMOFS,MNMOFS_185,MNMOFS_44,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,22
MNMOFS,MNMOFS_185,MNMOFS_44,Medicago sativa (Alfalfa),Between rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_185,MNMOFS_44,Medicago sativa (Alfalfa),Across rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_192,MNMOFS_42,Medicago sativa (Alfalfa),Across rows,2006-03-14,2008-11-17,14
MNMOFS,MNMOFS_192,MNMOFS_42,Zea mays (Corn),Between rows,2006-05-09,2007-04-25,29
MNMOFS,MNMOFS_192,MNMOFS_42,Zea mays (Corn),Across rows,2006-05-09,2007-04-25,29
MNMOFS,MNMOFS_192,MNMOFS_42,Glycine max (Soybean),Between rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_192,MNMOFS_42,Glycine max (Soybean),Across rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_116,MNMOFS_19,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_31,MNMOFS_48,Glycine max (Soybean),Across rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_192,MNMOFS_42,Medicago sativa (Alfalfa),Between rows,2006-03-14,2008-11-17,14
MNMOFS,MNMOFS_140,MNMOFS_20,Triticum aestivum (Wheat),Between rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_161,MNMOFS_23,Zea mays (Corn),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_111,MNMOFS_44,Zea mays (Corn),Across rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_55,MNMOFS_46,Glycine max (Soybean),Across rows,2006-03-14,2006-04-27,6
MNMOFS,MNMOFS_157,MNMOFS_18,Glycine max (Soybean),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_100,MNMOFS_33,Triticum aestivum (Wheat),Between rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_192,MNMOFS_42,Triticum aestivum (Wheat),Across rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_159,MNMOFS_20,Triticum aestivum (Wheat),Across rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_141,MNMOFS_42,Medicago sativa (Alfalfa),Across rows,2006-03-14,2008-11-17,14
MNMOFS,MNMOFS_185,MNMOFS_44,Zea mays (Corn),Across rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_78,MNMOFS_17,Glycine max (Soybean),Between rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_110,MNMOFS_46,Glycine max (Soybean),Across rows,2006-03-14,2006-04-27,7
MNMOFS,MNMOFS_161,MNMOFS_23,Zea mays (Corn),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_117,MNMOFS_17,Glycine max (Soybean),Across rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_152,MNMOFS_17,Glycine max (Soybean),Across rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_101,MNMOFS_41,Triticum aestivum (Wheat),Across rows,2004-04-07,2008-07-23,16
MNMOFS,MNMOFS_26,MNMOFS_46,Zea mays (Corn),Between rows,2008-05-14,2008-11-17,15
MNMOFS,MNMOFS_168,MNMOFS_47,Zea mays (Corn),Across rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_153,MNMOFS_24,Zea mays (Corn),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_17,MNMOFS_45,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-08-29,10
MNMOFS,MNMOFS_148,MNMOFS_33,Triticum aestivum (Wheat),Between rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_51,MNMOFS_22,Medicago sativa (Alfalfa),Between rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_28,MNMOFS_20,Triticum aestivum (Wheat),Across rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_148,MNMOFS_33,Triticum aestivum (Wheat),Across rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_180,MNMOFS_45,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-08-29,10
MNMOFS,MNMOFS_86,MNMOFS_24,Zea mays (Corn),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_26,MNMOFS_46,Glycine max (Soybean),Between rows,2006-04-11,2006-04-27,3
MNMOFS,MNMOFS_55,MNMOFS_46,Zea mays (Corn),Across rows,2008-05-14,2008-11-17,15
MNMOFS,MNMOFS_140,MNMOFS_20,Triticum aestivum (Wheat),Across rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_121,MNMOFS_18,Glycine max (Soybean),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_48,MNMOFS_24,Zea mays (Corn),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_192,MNMOFS_42,Triticum aestivum (Wheat),Between rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_132,MNMOFS_23,Zea mays (Corn),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_141,MNMOFS_42,Triticum aestivum (Wheat),Between rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_16,MNMOFS_18,Glycine max (Soybean),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_83,MNMOFS_20,Triticum aestivum (Wheat),Across rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_60,MNMOFS_23,Zea mays (Corn),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_92,MNMOFS_43,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_167,MNMOFS_41,Triticum aestivum (Wheat),Across rows,2004-04-07,2008-07-23,16
MNMOFS,MNMOFS_50,MNMOFS_42,Triticum aestivum (Wheat),Across rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_153,MNMOFS_24,Zea mays (Corn),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_167,MNMOFS_41,Triticum aestivum (Wheat),Between rows,2004-04-07,2008-07-23,16
MNMOFS,MNMOFS_65,MNMOFS_48,Glycine max (Soybean),Between rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_54,MNMOFS_18,Glycine max (Soybean),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_60,MNMOFS_23,Zea mays (Corn),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_23,MNMOFS_17,Glycine max (Soybean),Across rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_5,MNMOFS_33,Triticum aestivum (Wheat),Across rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_5,MNMOFS_33,Triticum aestivum (Wheat),Between rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_101,MNMOFS_41,Triticum aestivum (Wheat),Between rows,2004-04-07,2008-07-23,16
MNMOFS,MNMOFS_137,MNMOFS_24,Zea mays (Corn),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_144,MNMOFS_22,Medicago sativa (Alfalfa),Across rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_22,MNMOFS_19,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_110,MNMOFS_46,Zea mays (Corn),Between rows,2008-05-14,2008-11-17,15
MNMOFS,MNMOFS_119,MNMOFS_45,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-08-29,10
MNMOFS,MNMOFS_17,MNMOFS_45,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-08-29,10
MNMOFS,MNMOFS_78,MNMOFS_17,Glycine max (Soybean),Across rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_65,MNMOFS_48,Glycine max (Soybean),Across rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_16,MNMOFS_18,Glycine max (Soybean),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_111,MNMOFS_44,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-08-21,11
MNMOFS,MNMOFS_48,MNMOFS_24,Zea mays (Corn),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_119,MNMOFS_45,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-08-14,9
MNMOFS,MNMOFS_90,MNMOFS_19,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_80,MNMOFS_45,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-08-29,10
MNMOFS,MNMOFS_157,MNMOFS_18,Glycine max (Soybean),Between rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_42,MNMOFS_44,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-08-21,11
MNMOFS,MNMOFS_96,MNMOFS_41,Triticum aestivum (Wheat),Between rows,2004-04-07,2008-07-23,16
MNMOFS,MNMOFS_100,MNMOFS_33,Triticum aestivum (Wheat),Across rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_24,MNMOFS_43,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_28,MNMOFS_20,Triticum aestivum (Wheat),Between rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_22,MNMOFS_19,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_90,MNMOFS_19,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_23,MNMOFS_17,Glycine max (Soybean),Between rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_44,MNMOFS_42,Triticum aestivum (Wheat),Between rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_165,MNMOFS_21,Medicago sativa (Alfalfa),Across rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_44,MNMOFS_42,Triticum aestivum (Wheat),Across rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_159,MNMOFS_20,Triticum aestivum (Wheat),Between rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_175,MNMOFS_22,Medicago sativa (Alfalfa),Across rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_83,MNMOFS_20,Triticum aestivum (Wheat),Between rows,2007-06-08,2007-10-09,10
MNMOFS,MNMOFS_51,MNMOFS_22,Medicago sativa (Alfalfa),Across rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_61,MNMOFS_33,Triticum aestivum (Wheat),Between rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_144,MNMOFS_22,Medicago sativa (Alfalfa),Between rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_80,MNMOFS_45,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-08-29,10
MNMOFS,MNMOFS_47,MNMOFS_22,Medicago sativa (Alfalfa),Across rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_180,MNMOFS_45,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-08-29,10
MNMOFS,MNMOFS_42,MNMOFS_44,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-08-21,11
MNMOFS,MNMOFS_86,MNMOFS_24,Zea mays (Corn),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_120,MNMOFS_43,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_164,MNMOFS_43,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_110,MNMOFS_46,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_35,MNMOFS_23,Zea mays (Corn),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_185,MNMOFS_44,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-08-21,11
MNMOFS,MNMOFS_129,MNMOFS_21,Medicago sativa (Alfalfa),Across rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_116,MNMOFS_19,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_54,MNMOFS_18,Glycine max (Soybean),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_117,MNMOFS_17,Glycine max (Soybean),Between rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_52,MNMOFS_44,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-08-21,10
MNMOFS,MNMOFS_26,MNMOFS_46,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_111,MNMOFS_44,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-08-21,11
MNMOFS,MNMOFS_89,MNMOFS_21,Medicago sativa (Alfalfa),Between rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_156,MNMOFS_46,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_164,MNMOFS_43,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_52,MNMOFS_44,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-08-21,9
MNMOFS,MNMOFS_55,MNMOFS_46,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_163,MNMOFS_19,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_47,MNMOFS_22,Medicago sativa (Alfalfa),Between rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_50,MNMOFS_42,Triticum aestivum (Wheat),Between rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_89,MNMOFS_21,Medicago sativa (Alfalfa),Across rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_129,MNMOFS_21,Medicago sativa (Alfalfa),Between rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_55,MNMOFS_46,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_175,MNMOFS_22,Medicago sativa (Alfalfa),Between rows,2007-05-22,2007-10-09,11
MNMOFS,MNMOFS_21,MNMOFS_21,Medicago sativa (Alfalfa),Between rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_110,MNMOFS_46,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_26,MNMOFS_46,Triticum aestivum (Wheat),Between rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_120,MNMOFS_43,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_61,MNMOFS_33,Triticum aestivum (Wheat),Across rows,2006-05-09,2006-07-11,6
MNMOFS,MNMOFS_24,MNMOFS_43,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_92,MNMOFS_43,Triticum aestivum (Wheat),Between rows,2007-05-09,2007-07-31,7
MNMOFS,MNMOFS_156,MNMOFS_46,Triticum aestivum (Wheat),Across rows,2006-05-02,2006-07-11,7
MNMOFS,MNMOFS_21,MNMOFS_21,Medicago sativa (Alfalfa),Across rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_185,MNMOFS_44,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-08-21,11
MNMOFS,MNMOFS_34,MNMOFS_29,Triticum aestivum (Wheat),Between rows,2004-04-07,2004-07-29,9
MNMOFS,MNMOFS_34,MNMOFS_29,Triticum aestivum (Wheat),Across rows,2004-04-07,2004-07-29,9
MNMOFS,MNMOFS_64,MNMOFS_29,Triticum aestivum (Wheat),Across rows,2004-04-07,2004-07-29,9
MNMOFS,MNMOFS_64,MNMOFS_29,Triticum aestivum (Wheat),Between rows,2004-04-07,2004-07-29,9
MNMOFS,MNMOFS_136,MNMOFS_29,Triticum aestivum (Wheat),Between rows,2004-04-07,2004-07-29,9
MNMOFS,MNMOFS_136,MNMOFS_29,Triticum aestivum (Wheat),Across rows,2004-04-07,2004-07-29,9
MNMOFS,MNMOFS_166,MNMOFS_29,Triticum aestivum (Wheat),Between rows,2004-04-07,2004-07-29,9
MNMOFS,MNMOFS_166,MNMOFS_29,Triticum aestivum (Wheat),Across rows,2004-04-07,2004-07-29,9
NEMEIRR,NEMEIRR_101,NEMEIRR_NT0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_201,NEMEIRR_NT0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_602,NEMEIRR_NT0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_401,NEMEIRR_NT0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_105,NEMEIRR_NT100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_203,NEMEIRR_NT100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_606,NEMEIRR_NT100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_403,NEMEIRR_NT100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_106,NEMEIRR_DK0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_202,NEMEIRR_DK0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_603,NEMEIRR_DK0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_402,NEMEIRR_DK0,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_102,NEMEIRR_DK100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_204,NEMEIRR_DK100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_605,NEMEIRR_DK100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_404,NEMEIRR_DK100,Zea mays (Corn),2:1 interrow:row,2011-04-28,2015-04-30,85
NEMEIRR,NEMEIRR_103,NEMEIRR_NT50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
NEMEIRR,NEMEIRR_205,NEMEIRR_NT50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
NEMEIRR,NEMEIRR_604,NEMEIRR_NT50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
NEMEIRR,NEMEIRR_405,NEMEIRR_NT50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
NEMEIRR,NEMEIRR_104,NEMEIRR_DK50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
NEMEIRR,NEMEIRR_206,NEMEIRR_DK50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
NEMEIRR,NEMEIRR_604,NEMEIRR_DK50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
NEMEIRR,NEMEIRR_406,NEMEIRR_DK50,Zea mays (Corn),2:1 interrow:row,2014-05-08,2015-04-30,21
