# Biomass Compilation of Herbaceous Systems
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/291
# The newest version of the data https://lter.kbs.msu.edu/datatables/291.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/22.eml
#
# 
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Year		sample year
# Campaign		sampling campaign
# Date		date the sample was collected
# Treatment		treatment of the sampled plot
# Replicate		replicate of the sampled plot
# Station		sampling station within the plot
# Species		species collected
# Fraction		plant fraction collected (WHOLE, SEED, VEG)
# Biomass_g	gramsPerSquareMeter	measured biomass in grams per meter squared
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2023-08-08 Changed campaigns of non-crop biomass from Harvest to Peak Biomass as non-crops were never harvested.
#
Year,Campaign,Date,Treatment,Replicate,Station,Species,Fraction,Biomass_g
2008,Peak Biomass,2008-08-18,TSF,R2,S5,Acer spp.,WHOLE,0.32
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Unknown dicot (*),WHOLE,0.07
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Rubus allegheniensis T.C. Porter (*),WHOLE,1.55
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Rhamnus cathartica L.,WHOLE,0.27
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Quercus spp.,WHOLE,0.17
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Geum sp.,WHOLE,0.52
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Elaeagnus umbellata Thunb.,WHOLE,0.32
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Crataegus spp.,WHOLE,2.61
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Celastrus orbiculatus Thunb.,WHOLE,14.82
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Alliaria petiolata (Bieb.) Cavara & Grande,WHOLE,1.88
2008,Peak Biomass,2008-08-18,TSF,R2,S4,Acer spp.,WHOLE,0.03
2008,Peak Biomass,2008-08-18,TSF,R2,S3,Toxicodendron radicans (L.) Ktze.,WHOLE,0.03
2008,Peak Biomass,2008-08-18,TSF,R2,S3,Rubus sp. (*),WHOLE,0.14
2008,Peak Biomass,2008-08-18,TSF,R2,S3,Rhamnus frangula L.,WHOLE,14.29
2008,Peak Biomass,2008-08-18,TSF,R2,S3,Rhamnus cathartica L.,WHOLE,0.5
2008,Peak Biomass,2008-08-18,TSF,R2,S3,Crataegus spp.,WHOLE,0.47
2008,Peak Biomass,2008-08-18,TSF,R2,S3,Celastrus orbiculatus Thunb.,WHOLE,4.67
2008,Peak Biomass,2008-08-18,TSF,R2,S3,Alliaria petiolata (Bieb.) Cavara & Grande,WHOLE,0.98
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Trifolium repens L.,WHOLE,0.06
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Achillea millefolium L.,WHOLE,2.47
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,66.25
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Asplenium platyneuron (L.) Oakes (*),WHOLE,0.31
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Aster pilosus Willd.,WHOLE,1.24
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Dactylis glomerata L.,WHOLE,5.88
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Daucus carota L.,WHOLE,5.69
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Elymus repens (L.) Gould,WHOLE,41.39
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Phleum pratense L.,WHOLE,10.28
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Poa compressa L.,WHOLE,0.41
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Poa pratensis L.,WHOLE,27.52
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Silene alba (Mill.) E.H.L.Krause,WHOLE,0.12
2008,Peak Biomass,2008-08-15,TSF,R1,S3,Solidago canadensis L.,WHOLE,84.71
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Solidago canadensis L.,WHOLE,27.27
2008,Peak Biomass,2008-08-13,TSF,R1,S5,Poa pratensis L.,WHOLE,12.81
2008,Peak Biomass,2008-08-13,TSF,R1,S5,Phleum pratense L.,WHOLE,36.41
2008,Peak Biomass,2008-08-13,TSF,R1,S5,Elymus repens (L.) Gould,WHOLE,97.74
2008,Peak Biomass,2008-08-13,TSF,R1,S5,Daucus carota L.,WHOLE,0.02
2008,Peak Biomass,2008-08-13,TSF,R1,S5,Aster pilosus Willd.,WHOLE,2.05
2008,Peak Biomass,2008-08-13,TSF,R1,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,39.58
2008,Peak Biomass,2008-08-13,TSF,R1,S5,Achillea millefolium L.,WHOLE,0.85
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Barbarea vulgaris R. Br.,WHOLE,0.03
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,31.19
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Achillea millefolium L.,WHOLE,9.51
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Solidago canadensis L.,WHOLE,41.31
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Rumex acetosella L.,WHOLE,3.58
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Potentilla recta L.,WHOLE,0.35
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Poa pratensis L.,WHOLE,55.29
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Phleum pratense L.,WHOLE,81.98
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Euthamia graminifolia (L.) Nutt.,WHOLE,0.27
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Elymus repens (L.) Gould,WHOLE,21.73
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Dianthus armeria L.,WHOLE,0.19
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Daucus carota L.,WHOLE,1.55
2008,Peak Biomass,2008-08-13,TSF,R1,S1,Unknown dicot (*),WHOLE,0.09
2008,Peak Biomass,2008-08-13,TSF,R1,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,184.95
2008,Peak Biomass,2008-08-13,TSF,R1,S2,Elymus repens (L.) Gould,WHOLE,59.73
2008,Peak Biomass,2008-08-13,TSF,R1,S2,Phleum pratense L.,WHOLE,34.32
2008,Peak Biomass,2008-08-13,TSF,R1,S2,Polygonum convolvulus L.,WHOLE,0.01
2008,Peak Biomass,2008-08-13,TSF,R1,S2,Solidago canadensis L.,WHOLE,47.58
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Achillea millefolium L.,WHOLE,4.84
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,99.4
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Daucus carota L.,WHOLE,0.02
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Elymus repens (L.) Gould,WHOLE,66.33
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Phleum pratense L.,WHOLE,46.65
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Poa compressa L.,WHOLE,0.17
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Poa pratensis L.,WHOLE,47.13
2008,Peak Biomass,2008-08-13,TSF,R1,S4,Rumex acetosella L.,WHOLE,0.07
2008,Peak Biomass,2008-08-12,T8,R3,S2,Parthenocissus quinquefolia (L.) Planch.,WHOLE,1.12
2008,Peak Biomass,2008-08-12,T8,R4,S5,Sassafras albidum (Nutt.) Nees,WHOLE,385.84
2008,Peak Biomass,2008-08-12,T8,R4,S5,Poa pratensis L.,WHOLE,83.84
2008,Peak Biomass,2008-08-12,T8,R4,S5,Phleum pratense L.,WHOLE,58.92
2008,Peak Biomass,2008-08-12,T8,R4,S5,Parthenocissus quinquefolia (L.) Planch.,WHOLE,0.6
2008,Peak Biomass,2008-08-12,T8,R4,S5,Monarda fistulosa L.,WHOLE,27.56
2008,Peak Biomass,2008-08-12,T8,R4,S5,Elymus repens (L.) Gould,WHOLE,8.4
2008,Peak Biomass,2008-08-12,T8,R4,S5,Carex muhlenburgii,WHOLE,25
2008,Peak Biomass,2008-08-12,T8,R4,S5,Bromus inermis Leyss.,WHOLE,15.88
2008,Peak Biomass,2008-08-12,T8,R4,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,19.16
2008,Peak Biomass,2008-08-12,T8,R4,S4,Veronica serpyllifolia L.,WHOLE,5.6
2008,Peak Biomass,2008-08-12,T8,R4,S4,unknown Sedge,WHOLE,62.36
2008,Peak Biomass,2008-08-12,T8,R4,S4,Sassafras albidum (Nutt.) Nees,WHOLE,253.44
2008,Peak Biomass,2008-08-12,T8,R4,S4,Poa pratensis L.,WHOLE,32.2
2008,Peak Biomass,2008-08-12,T8,R4,S4,Plantago lanceolata L.,WHOLE,3.44
2008,Peak Biomass,2008-08-12,T8,R4,S4,Hypericum perforatum L.,WHOLE,0.84
2008,Peak Biomass,2008-08-12,T8,R4,S4,Elymus repens (L.) Gould,WHOLE,21.96
2008,Peak Biomass,2008-08-12,T8,R4,S4,Daucus carota L.,WHOLE,0.24
2008,Peak Biomass,2008-08-12,T8,R4,S4,Bromus inermis Leyss.,WHOLE,48.96
2008,Peak Biomass,2008-08-12,T8,R4,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,112.2
2008,Peak Biomass,2008-08-12,T8,R4,S4,Achillea millefolium L.,WHOLE,4.32
2008,Peak Biomass,2008-08-12,T8,R4,S3,unknown Sedge,WHOLE,8.88
2008,Peak Biomass,2008-08-12,T8,R4,S3,Sassafras albidum (Nutt.) Nees,WHOLE,195.08
2008,Peak Biomass,2008-08-12,T8,R4,S3,Poa pratensis L.,WHOLE,136.52
2008,Peak Biomass,2008-08-12,T8,R4,S3,Phleum pratense L.,WHOLE,70.88
2008,Peak Biomass,2008-08-12,T8,R4,S3,Parthenocissus quinquefolia (L.) Planch.,WHOLE,0.24
2008,Peak Biomass,2008-08-12,T8,R4,S3,Monarda fistulosa L.,WHOLE,23.4
2008,Peak Biomass,2008-08-12,T8,R4,S3,Elymus repens (L.) Gould,WHOLE,74.68
2008,Peak Biomass,2008-08-12,T8,R4,S3,Daucus carota L.,WHOLE,0.08
2008,Peak Biomass,2008-08-12,T8,R4,S3,Carex muhlenburgii,WHOLE,2.64
2008,Peak Biomass,2008-08-12,T8,R4,S3,Bromus inermis Leyss.,WHOLE,28.64
2008,Peak Biomass,2008-08-12,T8,R4,S3,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,48.48
2008,Peak Biomass,2008-08-12,T8,R4,S3,Achillea millefolium L.,WHOLE,0.36
2008,Peak Biomass,2008-08-12,T8,R4,S2,Unknown dicot (*),WHOLE,0.48
2008,Peak Biomass,2008-08-12,T8,R4,S2,Toxicodendron radicans (L.) Ktze.,WHOLE,32.32
2008,Peak Biomass,2008-08-12,T8,R4,S2,Poa pratensis L.,WHOLE,165.56
2008,Peak Biomass,2008-08-12,T8,R4,S2,Monarda fistulosa L.,WHOLE,3.48
2008,Peak Biomass,2008-08-12,T8,R4,S2,Hieracium sp. (*),WHOLE,0.08
2008,Peak Biomass,2008-08-12,T8,R4,S2,Bromus inermis Leyss.,WHOLE,235.92
2008,Peak Biomass,2008-08-12,T8,R4,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,50.16
2008,Peak Biomass,2008-08-12,T8,R4,S1,unknown Sedge,WHOLE,8.24
2008,Peak Biomass,2008-08-12,T8,R4,S1,Toxicodendron radicans (L.) Ktze.,WHOLE,15.04
2008,Peak Biomass,2008-08-12,T8,R4,S1,Poa pratensis L.,WHOLE,81.24
2008,Peak Biomass,2008-08-12,T8,R4,S1,Plantago lanceolata L.,WHOLE,7.12
2008,Peak Biomass,2008-08-12,T8,R4,S1,Phleum pratense L.,WHOLE,17.36
2008,Peak Biomass,2008-08-12,T8,R4,S1,Parthenocissus quinquefolia (L.) Planch.,WHOLE,18.76
2008,Peak Biomass,2008-08-12,T8,R4,S1,Monarda fistulosa L.,WHOLE,1.2
2008,Peak Biomass,2008-08-12,T8,R4,S1,Elymus repens (L.) Gould,WHOLE,10.52
2008,Peak Biomass,2008-08-12,T8,R4,S1,Dianthus armeria L.,WHOLE,0.48
2008,Peak Biomass,2008-08-12,T8,R4,S1,Daucus carota L.,WHOLE,0.04
2008,Peak Biomass,2008-08-12,T8,R4,S1,Carex muhlenburgii,WHOLE,0.6
2008,Peak Biomass,2008-08-12,T8,R4,S1,Bromus inermis Leyss.,WHOLE,181.8
2008,Peak Biomass,2008-08-12,T8,R4,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,30.92
2008,Peak Biomass,2008-08-12,T8,R4,S1,Achillea millefolium L.,WHOLE,4.24
2008,Peak Biomass,2008-08-12,T8,R3,S5,Viola sp. (*),WHOLE,2.8
2008,Peak Biomass,2008-08-12,T8,R3,S5,Trifolium sp. (*),WHOLE,0.36
2008,Peak Biomass,2008-08-12,T8,R3,S5,Rubus sp. (*),WHOLE,22.2
2008,Peak Biomass,2008-08-12,T8,R3,S5,Rosa sp. (*),WHOLE,138.6
2008,Peak Biomass,2008-08-12,T8,R3,S5,Poa pratensis L.,WHOLE,122.16
2008,Peak Biomass,2008-08-12,T8,R3,S5,Monarda fistulosa L.,WHOLE,26.2
2008,Peak Biomass,2008-08-12,T8,R3,S5,Elymus repens (L.) Gould,WHOLE,21.8
2008,Peak Biomass,2008-08-12,T8,R3,S5,Carex muhlenburgii,WHOLE,7.08
2008,Peak Biomass,2008-08-12,T8,R3,S5,Bromus inermis Leyss.,WHOLE,69.56
2008,Peak Biomass,2008-08-12,T8,R3,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,59.96
2008,Peak Biomass,2008-08-12,T8,R3,S4,Viola sp. (*),WHOLE,0.32
2008,Peak Biomass,2008-08-12,T8,R3,S4,unknown Sedge,WHOLE,20.24
2008,Peak Biomass,2008-08-12,T8,R3,S4,Trifolium pratense L.,WHOLE,1.16
2008,Peak Biomass,2008-08-12,T8,R3,S4,Solidago canadensis L.,WHOLE,24.08
2008,Peak Biomass,2008-08-12,T8,R3,S4,Rubus allegheniensis T.C. Porter (*),WHOLE,64.32
2008,Peak Biomass,2008-08-12,T8,R3,S4,Rosa sp. (*),WHOLE,30.8
2008,Peak Biomass,2008-08-12,T8,R3,S4,Potentilla recta L.,WHOLE,0.24
2008,Peak Biomass,2008-08-12,T8,R3,S4,Poa pratensis L.,WHOLE,77.52
2008,Peak Biomass,2008-08-12,T8,R3,S4,Phleum pratense L.,WHOLE,19.68
2008,Peak Biomass,2008-08-12,T8,R3,S4,Hypericum perforatum L.,WHOLE,0.08
2008,Peak Biomass,2008-08-12,T8,R3,S4,Elymus repens (L.) Gould,WHOLE,7.6
2008,Peak Biomass,2008-08-12,T8,R3,S4,Daucus carota L.,WHOLE,1.04
2008,Peak Biomass,2008-08-12,T8,R3,S4,Bromus inermis Leyss.,WHOLE,128.4
2008,Peak Biomass,2008-08-12,T8,R3,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,63.4
2008,Peak Biomass,2008-08-12,T8,R3,S4,Achillea millefolium L.,WHOLE,35.48
2008,Peak Biomass,2008-08-12,T8,R3,S3,unknown Sedge,WHOLE,6.16
2008,Peak Biomass,2008-08-12,T8,R3,S3,Trifolium pratense L.,WHOLE,0.12
2008,Peak Biomass,2008-08-12,T8,R3,S3,Solidago canadensis L.,WHOLE,246.4
2008,Peak Biomass,2008-08-12,T8,R3,S3,Rubus allegheniensis T.C. Porter (*),WHOLE,19.08
2008,Peak Biomass,2008-08-12,T8,R3,S3,Rosa sp. (*),WHOLE,5.56
2008,Peak Biomass,2008-08-12,T8,R3,S3,Poa pratensis L.,WHOLE,132.76
2008,Peak Biomass,2008-08-12,T8,R3,S3,Hypericum perforatum L.,WHOLE,1.36
2008,Peak Biomass,2008-08-12,T8,R3,S3,Dianthus armeria L.,WHOLE,0.36
2008,Peak Biomass,2008-08-12,T8,R3,S3,Bromus inermis Leyss.,WHOLE,145.48
2008,Peak Biomass,2008-08-12,T8,R3,S2,unknown Sedge,WHOLE,37.28
2008,Peak Biomass,2008-08-12,T8,R3,S2,Solidago canadensis L.,WHOLE,32.8
2008,Peak Biomass,2008-08-12,T8,R3,S2,Rubus allegheniensis T.C. Porter (*),WHOLE,119.24
2008,Peak Biomass,2008-08-12,T8,R3,S2,Poa pratensis L.,WHOLE,108.12
2008,Peak Biomass,2008-08-12,T8,R3,S2,Hypericum perforatum L.,WHOLE,0.44
2008,Peak Biomass,2008-08-12,T8,R3,S2,Euthamia graminifolia (L.) Nutt.,WHOLE,12.84
2008,Peak Biomass,2008-08-12,T8,R3,S2,Elymus repens (L.) Gould,WHOLE,13.52
2008,Peak Biomass,2008-08-12,T8,R3,S2,Bromus inermis Leyss.,WHOLE,154.32
2008,Peak Biomass,2008-08-12,T8,R3,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,155.6
2008,Peak Biomass,2008-08-12,T8,R3,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,8.44
2008,Peak Biomass,2008-08-12,T8,R3,S1,Potentilla recta L.,WHOLE,0.04
2008,Peak Biomass,2008-08-12,T8,R3,S1,Poa pratensis L.,WHOLE,101
2008,Peak Biomass,2008-08-12,T8,R3,S1,Phleum pratense L.,WHOLE,2.2
2008,Peak Biomass,2008-08-12,T8,R3,S1,Elymus repens (L.) Gould,WHOLE,47.92
2008,Peak Biomass,2008-08-12,T8,R3,S1,Daucus carota L.,WHOLE,0.08
2008,Peak Biomass,2008-08-12,T8,R3,S1,Bromus inermis Leyss.,WHOLE,159.84
2008,Peak Biomass,2008-08-12,T8,R3,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,106.56
2008,Peak Biomass,2008-08-12,T8,R2,S5,Viola sp. (*),WHOLE,0.24
2008,Peak Biomass,2008-08-12,T8,R2,S5,unknown Sedge,WHOLE,4.44
2008,Peak Biomass,2008-08-12,T8,R2,S5,Poa pratensis L.,WHOLE,110.64
2008,Peak Biomass,2008-08-12,T8,R2,S5,Phleum pratense L.,WHOLE,2.76
2008,Peak Biomass,2008-08-12,T8,R2,S5,Monarda punctata L.,WHOLE,9.56
2008,Peak Biomass,2008-08-12,T8,R2,S5,Hypericum perforatum L.,WHOLE,0.12
2008,Peak Biomass,2008-08-12,T8,R2,S5,Elymus repens (L.) Gould,WHOLE,7.44
2008,Peak Biomass,2008-08-12,T8,R2,S5,Dianthus armeria L.,WHOLE,0.16
2008,Peak Biomass,2008-08-12,T8,R2,S5,Daucus carota L.,WHOLE,0.16
2008,Peak Biomass,2008-08-12,T8,R2,S5,Carex muhlenburgii,WHOLE,3.64
2008,Peak Biomass,2008-08-12,T8,R2,S5,Bromus inermis Leyss.,WHOLE,5.04
2008,Peak Biomass,2008-08-12,T8,R2,S5,Aster pilosus Willd.,WHOLE,1.2
2008,Peak Biomass,2008-08-12,T8,R2,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,167.56
2008,Peak Biomass,2008-08-12,T8,R2,S5,Apocynum cannabinum L.,WHOLE,0.2
2008,Peak Biomass,2008-08-12,T8,R2,S5,Achillea millefolium L.,WHOLE,1.16
2008,Peak Biomass,2008-08-12,T8,R2,S4,Potentilla recta L.,WHOLE,0.28
2008,Peak Biomass,2008-08-12,T8,R2,S4,Poa pratensis L.,WHOLE,104.56
2008,Peak Biomass,2008-08-12,T8,R2,S4,Elymus repens (L.) Gould,WHOLE,5.68
2008,Peak Biomass,2008-08-12,T8,R2,S4,Daucus carota L.,WHOLE,0.04
2008,Peak Biomass,2008-08-12,T8,R2,S4,Bromus inermis Leyss.,WHOLE,199.36
2008,Peak Biomass,2008-08-12,T8,R2,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,71.76
2008,Peak Biomass,2008-08-12,T8,R2,S4,Achillea millefolium L.,WHOLE,0.56
2008,Peak Biomass,2008-08-12,T8,R2,S3,unknown Sedge,WHOLE,9.48
2008,Peak Biomass,2008-08-12,T8,R2,S3,Rubus allegheniensis T.C. Porter (*),WHOLE,5.24
2008,Peak Biomass,2008-08-12,T8,R2,S3,Potentilla recta L.,WHOLE,0.76
2008,Peak Biomass,2008-08-12,T8,R2,S3,Poa pratensis L.,WHOLE,111.84
2008,Peak Biomass,2008-08-12,T8,R2,S3,Phleum pratense L.,WHOLE,2.92
2008,Peak Biomass,2008-08-12,T8,R2,S3,Daucus carota L.,WHOLE,3.88
2008,Peak Biomass,2008-08-12,T8,R2,S3,Bromus inermis Leyss.,WHOLE,269.52
2008,Peak Biomass,2008-08-12,T8,R2,S3,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,136.44
2008,Peak Biomass,2008-08-12,T8,R2,S2,unknown Sedge,WHOLE,12.2
2008,Peak Biomass,2008-08-12,T8,R2,S2,Rubus allegheniensis T.C. Porter (*),WHOLE,159.76
2008,Peak Biomass,2008-08-12,T8,R2,S2,Poa pratensis L.,WHOLE,46.6
2008,Peak Biomass,2008-08-12,T8,R2,S2,Monarda fistulosa L.,WHOLE,0.08
2008,Peak Biomass,2008-08-12,T8,R2,S2,Elymus repens (L.) Gould,WHOLE,4.96
2008,Peak Biomass,2008-08-12,T8,R2,S2,Carex muhlenburgii,WHOLE,39.76
2008,Peak Biomass,2008-08-12,T8,R2,S2,Bromus inermis Leyss.,WHOLE,38.12
2008,Peak Biomass,2008-08-12,T8,R2,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,209.16
2008,Peak Biomass,2008-08-12,T8,R2,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,142
2008,Peak Biomass,2008-08-12,T8,R2,S1,Potentilla recta L.,WHOLE,0.96
2008,Peak Biomass,2008-08-12,T8,R2,S1,Poa pratensis L.,WHOLE,181.04
2008,Peak Biomass,2008-08-12,T8,R2,S1,Phleum pratense L.,WHOLE,95.88
2008,Peak Biomass,2008-08-12,T8,R2,S1,Monarda fistulosa L.,WHOLE,7.36
2008,Peak Biomass,2008-08-12,T8,R2,S1,Hypericum perforatum L.,WHOLE,0.52
2008,Peak Biomass,2008-08-12,T8,R2,S1,Elymus repens (L.) Gould,WHOLE,6.92
2008,Peak Biomass,2008-08-12,T8,R2,S1,Daucus carota L.,WHOLE,0.16
2008,Peak Biomass,2008-08-12,T8,R2,S1,Bromus inermis Leyss.,WHOLE,117.72
2008,Peak Biomass,2008-08-12,T8,R2,S1,Aster pilosus Willd.,WHOLE,0.16
2008,Peak Biomass,2008-08-12,T8,R2,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,32.4
2008,Peak Biomass,2008-08-12,T8,R2,S1,Achillea millefolium L.,WHOLE,3.68
2008,Peak Biomass,2008-08-08,T8,R1,S1,Phleum pratense L.,WHOLE,19.12
2008,Peak Biomass,2008-08-08,T8,R1,S1,Parthenocissus quinquefolia (L.) Planch.,WHOLE,3.68
2008,Peak Biomass,2008-08-08,T8,R1,S1,Monarda sp.,WHOLE,127.68
2008,Peak Biomass,2008-08-08,T8,R1,S1,Elymus repens (L.) Gould,WHOLE,134.2
2008,Peak Biomass,2008-08-08,T8,R1,S2,Potentilla recta L.,WHOLE,0.8
2008,Peak Biomass,2008-08-08,T8,R1,S2,Poa pratensis L.,WHOLE,128.48
2008,Peak Biomass,2008-08-08,T8,R1,S2,Phleum pratense L.,WHOLE,174
2008,Peak Biomass,2008-08-08,T8,R1,S2,Parthenocissus quinquefolia (L.) Planch.,WHOLE,18.6
2008,Peak Biomass,2008-08-08,T8,R1,S2,Monarda punctata L.,WHOLE,47.28
2008,Peak Biomass,2008-08-08,T8,R1,S2,Elymus repens (L.) Gould,WHOLE,58.68
2008,Peak Biomass,2008-08-08,T8,R1,S2,Dianthus armeria L.,WHOLE,0.2
2008,Peak Biomass,2008-08-08,T8,R1,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,402.48
2008,Peak Biomass,2008-08-08,T8,R1,S2,Rubus allegheniensis T.C. Porter (*),WHOLE,209.16
2008,Peak Biomass,2008-08-08,T8,R1,S1,Poa pratensis L.,WHOLE,163
2008,Peak Biomass,2008-08-08,T8,R1,S5,Trifolium pratense L.,WHOLE,0.12
2008,Peak Biomass,2008-08-08,T8,R1,S5,Potentilla recta L.,WHOLE,3
2008,Peak Biomass,2008-08-08,T8,R1,S5,Poa pratensis L.,WHOLE,95.72
2008,Peak Biomass,2008-08-08,T8,R1,S5,Plantago lanceolata L.,WHOLE,19.32
2008,Peak Biomass,2008-08-08,T8,R1,S5,Phleum pratense L.,WHOLE,0.08
2008,Peak Biomass,2008-08-08,T8,R1,S5,Monarda fistulosa L.,WHOLE,0.24
2008,Peak Biomass,2008-08-08,T8,R1,S5,Elymus repens (L.) Gould,WHOLE,17.96
2008,Peak Biomass,2008-08-08,T8,R1,S5,Dianthus armeria L.,WHOLE,0.12
2008,Peak Biomass,2008-08-08,T8,R1,S5,Daucus carota L.,WHOLE,20.28
2008,Peak Biomass,2008-08-08,T8,R1,S5,Dactylis glomerata L.,WHOLE,6.32
2008,Peak Biomass,2008-08-08,T8,R1,S5,Bromus inermis Leyss.,WHOLE,100.4
2008,Peak Biomass,2008-08-08,T8,R1,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,24.2
2008,Peak Biomass,2008-08-08,T8,R1,S5,Achillea millefolium L.,WHOLE,4.68
2008,Peak Biomass,2008-08-08,T8,R1,S4,unknown Sedge,WHOLE,3.88
2008,Peak Biomass,2008-08-08,T8,R1,S4,Potentilla recta L.,WHOLE,0.4
2008,Peak Biomass,2008-08-08,T8,R1,S4,Poa pratensis L.,WHOLE,69.96
2008,Peak Biomass,2008-08-08,T8,R1,S4,Plantago lanceolata L.,WHOLE,3.72
2008,Peak Biomass,2008-08-08,T8,R1,S4,Phleum pratense L.,WHOLE,19.2
2008,Peak Biomass,2008-08-08,T8,R1,S4,Elymus repens (L.) Gould,WHOLE,9.36
2008,Peak Biomass,2008-08-08,T8,R1,S4,Dianthus armeria L.,WHOLE,1.08
2008,Peak Biomass,2008-08-08,T8,R1,S4,Daucus carota L.,WHOLE,0.04
2008,Peak Biomass,2008-08-08,T8,R1,S4,Dactylis glomerata L.,WHOLE,1.64
2008,Peak Biomass,2008-08-08,T8,R1,S4,Bromus inermis Leyss.,WHOLE,248.88
2008,Peak Biomass,2008-08-08,T8,R1,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,35.44
2008,Peak Biomass,2008-08-08,T8,R1,S4,Achillea millefolium L.,WHOLE,3.24
2008,Peak Biomass,2008-08-08,T8,R1,S3,unknown Sedge,WHOLE,1.4
2008,Peak Biomass,2008-08-08,T8,R1,S3,Trifolium sp. (*),WHOLE,0.04
2008,Peak Biomass,2008-08-08,T8,R1,S3,Poa pratensis L.,WHOLE,119.64
2008,Peak Biomass,2008-08-08,T8,R1,S3,Plantago lanceolata L.,WHOLE,1.48
2008,Peak Biomass,2008-08-08,T8,R1,S3,Phleum pratense L.,WHOLE,27.2
2008,Peak Biomass,2008-08-08,T8,R1,S3,Monarda sp.,WHOLE,1.92
